r,t,y,AnnualVariableOperatingCost
RE1,DEMINDHECOA,2022,0.0009
RE1,DEMINDHECOA,2023,0.001
RE1,DEMINDHECOA,2024,0.001
RE1,DEMINDHECOA,2025,0.001
RE1,DEMINDHECOA,2026,0.0011
RE1,DEMINDHECOA,2027,0.0011
RE1,DEMINDHECOA,2028,0.0011
RE1,DEMINDHECOA,2029,0.0012
RE1,DEMINDHECOA,2030,0.0012
RE1,DEMINDHECOA,2031,0.0012
RE1,DEMINDHECOA,2032,0.0013
RE1,DEMINDHECOA,2033,0.0013
RE1,DEMINDHECOA,2034,0.0013
RE1,DEMINDHECOA,2035,0.0014
RE1,DEMINDHECOA,2036,0.0014
RE1,DEMINDHECOA,2037,0.0015
RE1,DEMINDHECOA,2038,0.0015
RE1,DEMINDHECOA,2039,0.0016
RE1,DEMINDHECOA,2040,0.0016
RE1,DEMINDHECOA,2041,0.0017
RE1,DEMINDHECOA,2042,0.0017
RE1,DEMINDHECOA,2043,0.0018
RE1,DEMINDHECOA,2044,0.0018
RE1,DEMINDHECOA,2045,0.0019
RE1,DEMINDHECOA,2046,0.0019
RE1,DEMINDHECOA,2047,0.0019
RE1,DEMINDHECOA,2048,0.002
RE1,DEMINDHECOA,2049,0.002
RE1,DEMINDHECOA,2050,0.0021
RE1,DEMINDHECOA,2051,0.0021
RE1,DEMINDHECOA,2052,0.0021
RE1,DEMINDHECOA,2053,0.0022
RE1,DEMINDHECOA,2054,0.0022
RE1,DEMINDHECOA,2055,0.0023
RE1,DEMINDHECOA,2056,0.0023
RE1,DEMINDHECOA,2057,0.0023
RE1,DEMINDHECOA,2058,0.0024
RE1,DEMINDHECOA,2059,0.0024
RE1,DEMINDHECOA,2060,0.0024
RE1,DEMINDHECOA,2061,0.0025
RE1,DEMINDHECOA,2062,0.0025
RE1,DEMINDHECOA,2063,0.0025
RE1,DEMINDHECOA,2064,0.0026
RE1,DEMINDHECOA,2065,0.0026
RE1,DEMINDHECOA,2066,0.0026
RE1,DEMINDHECOA,2067,0.0027
RE1,DEMINDHECOA,2068,0.0027
RE1,DEMINDHECOA,2069,0.0027
RE1,DEMINDHECOA,2070,0.0028
RE1,DEMINDHEBIO,2015,0.0001
RE1,DEMINDHEBIO,2016,0.0001
RE1,DEMINDHEBIO,2017,0.0004
RE1,DEMINDHEBIO,2018,0.0008
RE1,DEMINDHEBIO,2019,0.0011
RE1,DEMINDHEBIO,2020,0.0014
RE1,DEMINDHEBIO,2021,0.0014
RE1,DEMINDHEBIO,2022,0.0014
RE1,DEMINDHEBIO,2023,0.0014
RE1,DEMINDHEBIO,2024,0.0015
RE1,DEMINDHEBIO,2025,0.0015
RE1,DEMINDHEBIO,2026,0.0015
RE1,DEMINDHEBIO,2027,0.0015
RE1,DEMINDHEBIO,2028,0.0015
RE1,DEMINDHEBIO,2029,0.0015
RE1,DEMINDHEBIO,2030,0.0016
RE1,DEMINDHEBIO,2031,0.0015
RE1,DEMINDHEBIO,2032,0.0015
RE1,DEMINDHEBIO,2033,0.0015
RE1,DEMINDHEBIO,2034,0.0015
RE1,DEMINDHEBIO,2035,0.0015
RE1,DEMINDHEBIO,2036,0.0015
RE1,DEMINDHEBIO,2037,0.0015
RE1,DEMINDHEBIO,2038,0.0015
RE1,DEMINDHEBIO,2039,0.0015
RE1,DEMINDHEBIO,2040,0.0015
RE1,DEMINDHEBIO,2041,0.0015
RE1,DEMINDHEBIO,2042,0.0015
RE1,DEMINDHEBIO,2043,0.0015
RE1,DEMINDHEBIO,2044,0.0015
RE1,DEMINDHEBIO,2045,0.0015
RE1,DEMINDHEBIO,2046,0.0014
RE1,DEMINDHEBIO,2047,0.0014
RE1,DEMINDHEBIO,2048,0.0014
RE1,DEMINDHEBIO,2049,0.0014
RE1,DEMINDHEBIO,2050,0.0014
RE1,DEMINDHEBIO,2051,0.0014
RE1,DEMINDHEBIO,2052,0.0014
RE1,DEMINDHEBIO,2053,0.0014
RE1,DEMINDHEBIO,2054,0.0013
RE1,DEMINDHEBIO,2055,0.0013
RE1,DEMINDHEBIO,2056,0.0013
RE1,DEMINDHEBIO,2057,0.0013
RE1,DEMINDHEBIO,2058,0.0013
RE1,DEMINDHEBIO,2059,0.0013
RE1,DEMINDHEBIO,2060,0.0013
RE1,DEMINDHEBIO,2061,0.0013
RE1,DEMINDHEBIO,2062,0.0012
RE1,DEMINDHEBIO,2063,0.0012
RE1,DEMINDHEBIO,2064,0.0012
RE1,DEMINDHEBIO,2065,0.0012
RE1,DEMINDHEBIO,2066,0.0012
RE1,DEMINDHEBIO,2067,0.0012
RE1,DEMINDHEBIO,2068,0.0012
RE1,DEMINDHEBIO,2069,0.0012
RE1,DEMINDHEBIO,2070,0.0011
RE1,DEMRESCKNELC,2042,0.0
RE1,DEMRESCKNELC,2043,0.0
RE1,DEMRESCKNELC,2045,0.0
RE1,DEMRESCKNELC,2047,0.0
RE1,DEMRESCKNELC,2048,0.0
RE1,DEMRESCKNELC,2049,0.0001
RE1,DEMRESCKNELC,2050,0.0003
RE1,DEMRESCKNELC,2051,0.0002
RE1,DEMRESCKNELC,2052,0.0002
RE1,DEMRESCKNELC,2053,0.0002
RE1,DEMRESCKNELC,2054,0.0002
RE1,DEMRESCKNELC,2055,0.0002
RE1,DEMRESCKNELC,2056,0.0002
RE1,DEMRESCKNELC,2057,0.0002
RE1,DEMRESCKNELC,2058,0.0002
RE1,DEMRESCKNELC,2059,0.0002
RE1,DEMRESCKNELC,2060,0.0003
RE1,DEMRESCKNELC,2061,0.0003
RE1,DEMRESCKNELC,2062,0.0003
RE1,DEMRESCKNELC,2063,0.0003
RE1,DEMRESCKNELC,2064,0.0003
RE1,DEMRESCKNELC,2065,0.0003
RE1,DEMRESCKNELC,2066,0.0003
RE1,DEMRESCKNELC,2067,0.0003
RE1,DEMRESCKNELC,2068,0.0003
RE1,DEMRESCKNELC,2069,0.0002
RE1,DEMRESCKNELC,2070,0.0003
RE1,DEMRESCKNBIO,2015,13.3874
RE1,DEMRESCKNBIO,2016,13.4036
RE1,DEMRESCKNBIO,2017,50.2177
RE1,DEMRESCKNBIO,2018,87.0327
RE1,DEMRESCKNBIO,2019,123.8487
RE1,DEMRESCKNBIO,2020,160.6657
RE1,DEMRESCKNBIO,2021,162.7092
RE1,DEMRESCKNBIO,2022,164.7327
RE1,DEMRESCKNBIO,2023,166.7397
RE1,DEMRESCKNBIO,2024,168.7337
RE1,DEMRESCKNBIO,2025,170.7173
RE1,DEMRESCKNBIO,2026,172.5198
RE1,DEMRESCKNBIO,2027,174.32
RE1,DEMRESCKNBIO,2028,176.1199
RE1,DEMRESCKNBIO,2029,177.9214
RE1,DEMRESCKNBIO,2030,179.7259
RE1,DEMRESCKNBIO,2031,176.4624
RE1,DEMRESCKNBIO,2032,173.4901
RE1,DEMRESCKNBIO,2033,170.7674
RE1,DEMRESCKNBIO,2034,168.2607
RE1,DEMRESCKNBIO,2035,173.4812
RE1,DEMRESCKNBIO,2036,173.4648
RE1,DEMRESCKNBIO,2037,173.4173
RE1,DEMRESCKNBIO,2038,173.3427
RE1,DEMRESCKNBIO,2039,173.2442
RE1,DEMRESCKNBIO,2040,173.1247
RE1,DEMRESCKNBIO,2041,172.283
RE1,DEMRESCKNBIO,2042,171.354
RE1,DEMRESCKNBIO,2043,170.4804
RE1,DEMRESCKNBIO,2044,169.6645
RE1,DEMRESCKNBIO,2045,168.6987
RE1,DEMRESCKNBIO,2046,167.148
RE1,DEMRESCKNBIO,2047,164.7094
RE1,DEMRESCKNBIO,2048,163.1816
RE1,DEMRESCKNBIO,2049,160.3356
RE1,DEMRESCKNBIO,2050,152.5745
RE1,DEMRESCKNBIO,2051,154.0586
RE1,DEMRESCKNBIO,2052,152.3561
RE1,DEMRESCKNBIO,2053,150.6601
RE1,DEMRESCKNBIO,2054,148.9575
RE1,DEMRESCKNBIO,2055,147.2502
RE1,DEMRESCKNBIO,2056,145.5475
RE1,DEMRESCKNBIO,2057,143.8489
RE1,DEMRESCKNBIO,2058,142.1737
RE1,DEMRESCKNBIO,2059,140.5018
RE1,DEMRESCKNBIO,2060,138.8331
RE1,DEMRESCKNBIO,2061,137.2147
RE1,DEMRESCKNBIO,2062,135.8165
RE1,DEMRESCKNBIO,2063,134.4362
RE1,DEMRESCKNBIO,2064,133.0634
RE1,DEMRESCKNBIO,2065,131.9777
RE1,DEMRESCKNBIO,2066,130.3163
RE1,DEMRESCKNBIO,2067,128.9509
RE1,DEMRESCKNBIO,2068,127.9151
RE1,DEMRESCKNBIO,2069,128.2618
RE1,DEMRESCKNBIO,2070,124.3805
RE1,DEMRESHEBIO,2015,0.0002
RE1,DEMRESHEBIO,2016,0.0002
RE1,DEMRESHEBIO,2017,0.0007
RE1,DEMRESHEBIO,2018,0.0012
RE1,DEMRESHEBIO,2019,0.0017
RE1,DEMRESHEBIO,2020,0.0022
RE1,DEMRESHEBIO,2021,0.0022
RE1,DEMRESHEBIO,2022,0.0023
RE1,DEMRESHEBIO,2023,0.0023
RE1,DEMRESHEBIO,2024,0.0023
RE1,DEMRESHEBIO,2025,0.0024
RE1,DEMRESHEBIO,2026,0.0024
RE1,DEMRESHEBIO,2027,0.0024
RE1,DEMRESHEBIO,2028,0.0024
RE1,DEMRESHEBIO,2029,0.0024
RE1,DEMRESHEBIO,2030,0.0025
RE1,DEMRESHEBIO,2031,0.0024
RE1,DEMRESHEBIO,2032,0.0024
RE1,DEMRESHEBIO,2033,0.0024
RE1,DEMRESHEBIO,2034,0.0023
RE1,DEMRESHEBIO,2035,0.0024
RE1,DEMRESHEBIO,2036,0.0024
RE1,DEMRESHEBIO,2037,0.0024
RE1,DEMRESHEBIO,2038,0.0024
RE1,DEMRESHEBIO,2039,0.0024
RE1,DEMRESHEBIO,2040,0.0024
RE1,DEMRESHEBIO,2041,0.0024
RE1,DEMRESHEBIO,2042,0.0024
RE1,DEMRESHEBIO,2043,0.0023
RE1,DEMRESHEBIO,2044,0.0023
RE1,DEMRESHEBIO,2045,0.0023
RE1,DEMRESHEBIO,2046,0.0023
RE1,DEMRESHEBIO,2047,0.0023
RE1,DEMRESHEBIO,2048,0.0023
RE1,DEMRESHEBIO,2049,0.0022
RE1,DEMRESHEBIO,2050,0.0022
RE1,DEMRESHEBIO,2051,0.0022
RE1,DEMRESHEBIO,2052,0.0022
RE1,DEMRESHEBIO,2053,0.0022
RE1,DEMRESHEBIO,2054,0.0021
RE1,DEMRESHEBIO,2055,0.0021
RE1,DEMRESHEBIO,2056,0.0021
RE1,DEMRESHEBIO,2057,0.0021
RE1,DEMRESHEBIO,2058,0.0021
RE1,DEMRESHEBIO,2059,0.002
RE1,DEMRESHEBIO,2060,0.002
RE1,DEMRESHEBIO,2061,0.002
RE1,DEMRESHEBIO,2062,0.002
RE1,DEMRESHEBIO,2063,0.002
RE1,DEMRESHEBIO,2064,0.0019
RE1,DEMRESHEBIO,2065,0.0019
RE1,DEMRESHEBIO,2066,0.0019
RE1,DEMRESHEBIO,2067,0.0019
RE1,DEMRESHEBIO,2068,0.0019
RE1,DEMRESHEBIO,2069,0.0019
RE1,DEMRESHEBIO,2070,0.0018
RE1,DEMCOMHEBIO,2015,0.0
RE1,DEMCOMHEBIO,2016,0.0
RE1,DEMCOMHEBIO,2017,0.0
RE1,DEMCOMHEBIO,2018,0.0
RE1,DEMCOMHEBIO,2019,0.0
RE1,DEMCOMHEBIO,2020,0.0
RE1,DEMCOMHEBIO,2021,0.0
RE1,DEMCOMHEBIO,2022,0.0
RE1,DEMCOMHEBIO,2023,0.0
RE1,DEMCOMHEBIO,2024,0.0
RE1,DEMCOMHEBIO,2025,0.0
RE1,DEMCOMHEBIO,2026,0.0
RE1,DEMCOMHEBIO,2027,0.0
RE1,DEMCOMHEBIO,2028,0.0
RE1,DEMCOMHEBIO,2029,0.0
RE1,DEMCOMHEBIO,2030,0.0
RE1,DEMCOMHEBIO,2031,0.0
RE1,DEMCOMHEBIO,2032,0.0
RE1,DEMCOMHEBIO,2033,0.0
RE1,DEMCOMHEBIO,2034,0.0
RE1,DEMCOMHEBIO,2035,0.0
RE1,DEMCOMHEBIO,2036,0.0
RE1,DEMCOMHEBIO,2037,0.0
RE1,DEMCOMHEBIO,2038,0.0
RE1,DEMCOMHEBIO,2039,0.0
RE1,DEMCOMHEBIO,2040,0.0
RE1,DEMCOMHEBIO,2041,0.0
RE1,DEMCOMHEBIO,2042,0.0
RE1,DEMCOMHEBIO,2043,0.0
RE1,DEMCOMHEBIO,2044,0.0
RE1,DEMCOMHEBIO,2045,0.0
RE1,DEMCOMHEBIO,2046,0.0
RE1,DEMCOMHEBIO,2047,0.0
RE1,DEMCOMHEBIO,2048,0.0
RE1,DEMCOMHEBIO,2049,0.0
RE1,DEMCOMHEBIO,2050,0.0
RE1,DEMCOMHEBIO,2051,0.0
RE1,DEMCOMHEBIO,2052,0.0
RE1,DEMCOMHEBIO,2053,0.0
RE1,DEMCOMHEBIO,2054,0.0
RE1,DEMCOMHEBIO,2055,0.0
RE1,DEMCOMHEBIO,2056,0.0
RE1,DEMCOMHEBIO,2057,0.0
RE1,DEMCOMHEBIO,2058,0.0
RE1,DEMCOMHEBIO,2059,0.0
RE1,DEMCOMHEBIO,2060,0.0
RE1,DEMCOMHEBIO,2061,0.0
RE1,DEMCOMHEBIO,2062,0.0001
RE1,DEMCOMHEBIO,2063,0.0001
RE1,DEMCOMHEBIO,2064,0.0001
RE1,DEMCOMHEBIO,2065,0.0001
RE1,DEMCOMHEBIO,2066,0.0001
RE1,DEMCOMHEBIO,2067,0.0001
RE1,DEMCOMHEBIO,2068,0.0001
RE1,DEMCOMHEBIO,2069,0.0001
RE1,DEMCOMHEBIO,2070,0.0001
